TrialTime,countdownRunning,proxyThumb_x,proxyThumb_y,proxyThumb_z,proxyThumb_qx,proxyThumb_qy,proxyThumb_qz,proxyThumb_qw,proxyIndex_x,proxyIndex_y,proxyIndex_z,proxyIndex_qx,proxyIndex_qy,proxyIndex_qz,proxyIndex_qw,realThumb_x,realThumb_y,realThumb_z,realThumb_qx,realThumb_qy,realThumb_qz,realThumb_qw,realIndex_x,realIndex_y,realIndex_z,realIndex_qx,realIndex_qy,realIndex_qz,realIndex_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,cyl_x,cyl_y,cyl_z,cyl_qx,cyl_qy,cyl_qz,cyl_qw,grasping,broken,slip,force,vibration,pressure,tableContact,penetration,penetrationSource
0.476,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5143,1.6363,-0.1273,-0.1874,0.4314,-0.0696,-0.8798,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.486,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5136,1.6367,-0.1289,-0.1863,0.4320,-0.0694,-0.8797,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.496,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5130,1.6370,-0.1307,-0.1846,0.4327,-0.0690,-0.8797,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.506,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5123,1.6373,-0.1328,-0.1825,0.4341,-0.0686,-0.8795,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.516,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5114,1.6376,-0.1350,-0.1799,0.4364,-0.0680,-0.8790,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.526,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5103,1.6381,-0.1373,-0.1774,0.4394,-0.0675,-0.8780,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.536,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5092,1.6388,-0.1398,-0.1742,0.4433,-0.0667,-0.8767,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.546,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5080,1.6396,-0.1423,-0.1710,0.4475,-0.0659,-0.8753,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.556,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5068,1.6405,-0.1447,-0.1666,0.4526,-0.0653,-0.8736,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.566,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5055,1.6413,-0.1472,-0.1622,0.4583,-0.0640,-0.8715,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.576,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5042,1.6421,-0.1500,-0.1570,0.4645,-0.0626,-0.8693,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.586,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5029,1.6427,-0.1530,-0.1518,0.4703,-0.0607,-0.8672,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.596,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5015,1.6435,-0.1560,-0.1477,0.4756,-0.0594,-0.8651,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.606,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.5003,1.6442,-0.1589,-0.1445,0.4808,-0.0579,-0.8629,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.616,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4992,1.6450,-0.1618,-0.1421,0.4852,-0.0565,-0.8609,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.626,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4981,1.6460,-0.1644,-0.1400,0.4892,-0.0558,-0.8590,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.636,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4971,1.6469,-0.1669,-0.1368,0.4932,-0.0552,-0.8573,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.646,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4962,1.6476,-0.1696,-0.1341,0.4966,-0.0546,-0.8558,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.656,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4953,1.6485,-0.1722,-0.1313,0.4995,-0.0546,-0.8545,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.666,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4944,1.6492,-0.1747,-0.1290,0.5020,-0.0545,-0.8534,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.676,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4937,1.6499,-0.1773,-0.1267,0.5040,-0.0542,-0.8526,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.686,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4931,1.6506,-0.1797,-0.1256,0.5051,-0.0538,-0.8522,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.696,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4927,1.6514,-0.1819,-0.1238,0.5059,-0.0540,-0.8519,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.706,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4922,1.6521,-0.1842,-0.1226,0.5058,-0.0541,-0.8522,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.716,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4917,1.6526,-0.1866,-0.1212,0.5057,-0.0542,-0.8524,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.726,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4911,1.6531,-0.1890,-0.1199,0.5053,-0.0545,-0.8528,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.736,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4905,1.6536,-0.1914,-0.1185,0.5051,-0.0544,-0.8532,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.746,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4899,1.6541,-0.1938,-0.1170,0.5050,-0.0541,-0.8534,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.756,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4891,1.6546,-0.1962,-0.1155,0.5051,-0.0539,-0.8536,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.766,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4883,1.6551,-0.1986,-0.1140,0.5052,-0.0539,-0.8537,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.776,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4875,1.6557,-0.2011,-0.1124,0.5055,-0.0538,-0.8538,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.786,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4866,1.6561,-0.2035,-0.1109,0.5059,-0.0539,-0.8537,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.796,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4858,1.6565,-0.2060,-0.1097,0.5061,-0.0542,-0.8538,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.806,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4849,1.6569,-0.2084,-0.1083,0.5064,-0.0547,-0.8537,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.816,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4839,1.6572,-0.2108,-0.1072,0.5069,-0.0552,-0.8535,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.826,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4830,1.6574,-0.2131,-0.1060,0.5072,-0.0557,-0.8535,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.836,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4822,1.6577,-0.2152,-0.1048,0.5074,-0.0561,-0.8535,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.846,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4813,1.6580,-0.2172,-0.1038,0.5073,-0.0565,-0.8536,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.856,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4805,1.6582,-0.2192,-0.1034,0.5071,-0.0569,-0.8537,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.866,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4796,1.6584,-0.2211,-0.1030,0.5068,-0.0573,-0.8540,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.876,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4788,1.6585,-0.2231,-0.1027,0.5062,-0.0581,-0.8543,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.886,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4781,1.6586,-0.2249,-0.1021,0.5059,-0.0589,-0.8545,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.896,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4774,1.6588,-0.2267,-0.1014,0.5052,-0.0596,-0.8549,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.906,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4766,1.6590,-0.2284,-0.1012,0.5044,-0.0605,-0.8554,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.916,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4759,1.6591,-0.2300,-0.1007,0.5035,-0.0611,-0.8560,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
0.926,1,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.3198,1.3161,0.2209,-0.1870,0.8562,-0.1966,-0.4397,0.2692,1.3120,0.2213,-0.2058,0.8036,-0.3079,0.4659,0.4753,1.6593,-0.2315,-0.1004,0.5022,-0.0616,-0.8567,-0.1200,0.9327,0.0320,0.0000,1.0000,0.0000,0.0000,0,0,0.0000,0,0,900,Table Upper Target,0.0000,Table Upper Target
